TYPE,CODE,L1_KR,L1_EN,L2_KR,L2_EN,L3_KR,L3_EN,L4_KR,L4_EN
ROH1,AABN0010,농산물,Agri,대두&콩류,Beans,대두 (GMO),Soybean (GMO),,
ROH1,AABN0020,농산물,Agri,대두&콩류,Beans,대두 (Non-GMO),Soybean (Non-GMO),,
ROH1,AABN0030,농산물,Agri,대두&콩류,Beans,콩나물콩,Sprout Bean,,
ROH1,AABN0040,농산물,Agri,대두&콩류,Beans,렌틸콩,Lentils,,
ROH1,AABN0050,농산물,Agri,대두&콩류,Beans,강낭콩,Kidney Bean,,
ROH1,AABN0060,농산물,Agri,대두&콩류,Beans,줄기콩,Green Beans,,
ROH1,AABN0070,농산물,Agri,대두&콩류,Beans,녹두,Mung Bean,,
ROH1,AABN0080,농산물,Agri,대두&콩류,Beans,병아리콩,Chickpeas,,
ROH1,AABN0090,농산물,Agri,대두&콩류,Beans,완두콩,Pea,,
ROH1,AABN0100,농산물,Agri,대두&콩류,Beans,풋콩,Edamame,,
ROH1,AABN0110,농산물,Agri,대두&콩류,Beans,적두 (팥),Red Bean (Adzuki Bean),,
ROH1,AABN9990,농산물,Agri,대두&콩류,Beans,기타콩류,Other Beans,,
ROH1,AACV0010,농산물,Agri,고추류,Chili Varieties,냉고추,Frozen Chili Peppers,,
ROH1,AACV0020,농산물,Agri,고추류,Chili Varieties,건고추,Dried Chili Peppers,,
ROH1,AACV0030,농산물,Agri,고추류,Chili Varieties,고추씨,Chili Seeds,,
ROH1,AACV0040,농산물,Agri,고추류,Chili Varieties,청양고추,Cheongyang Chili Peppers,,
ROH1,AACV0050,농산물,Agri,고추류,Chili Varieties,풋고추,Green Chili Peppers,,
ROH1,AACV0060,농산물,Agri,고추류,Chili Varieties,홍고추,Red Chili Peppers,,
ROH1,AACV0070,농산물,Agri,고추류,Chili Varieties,꽈리고추,Shishito Pepper,,
ROH1,AACV0080,농산물,Agri,고추류,Chili Varieties,고춧가루,Chili Powder,,
ROH1,AACV0090,농산물,Agri,고추류,Chili Varieties,할라피뇨,Jalapeño,,
ROH1,AACV9990,농산물,Agri,고추류,Chili Varieties,기타고추류,Other Chili Varieties,,
ROH1,AAFR0010,농산물,Agri,과실류,Fruits,사과,Apple,,
ROH1,AAFR0020,농산물,Agri,과실류,Fruits,배,Pear,,
ROH1,AAFR0030,농산물,Agri,과실류,Fruits,감귤,Tangerine,,
ROH1,AAFR0040,농산물,Agri,과실류,Fruits,딸기,Strawberry,,
ROH1,AAFR0050,농산물,Agri,과실류,Fruits,금귤,Kumquat,,
ROH1,AAFR0060,농산물,Agri,과실류,Fruits,단감,Sweet Persimmon,,
ROH1,AAFR0070,농산물,Agri,과실류,Fruits,홍시,Hongsi,,
ROH1,AAFR0080,농산물,Agri,과실류,Fruits,대봉시,Daebongsi,,
ROH1,AAFR0090,농산물,Agri,과실류,Fruits,매실,Japanese Plum,,
ROH1,AAFR0100,농산물,Agri,과실류,Fruits,메론,Melon,,
ROH1,AAFR0110,농산물,Agri,과실류,Fruits,모과,Quince,,
ROH1,AAFR0120,농산물,Agri,과실류,Fruits,복분자,Bokbunja,,
ROH1,AAFR0130,농산물,Agri,과실류,Fruits,블루베리,Blueberry,,
ROH1,AAFR0140,농산물,Agri,과실류,Fruits,수박,Watermelon,,
ROH1,AAFR0150,농산물,Agri,과실류,Fruits,키위&참다래,Kiwi&Persimmon,,
ROH1,AAFR0160,농산물,Agri,과실류,Fruits,참외,Oriental Melon,,
ROH1,AAFR0170,농산물,Agri,과실류,Fruits,천혜향,Cheonhyehyang,,
ROH1,AAFR0180,농산물,Agri,과실류,Fruits,한라봉,Hallabong,,
ROH1,AAFR0190,농산물,Agri,과실류,Fruits,포도,Grape,,
ROH1,AAFR0200,농산물,Agri,과실류,Fruits,자두,Plum,,
ROH1,AAFR0210,농산물,Agri,과실류,Fruits,복숭아,Peach,,
ROH1,AAFR0220,농산물,Agri,과실류,Fruits,리치,Lychee,,
ROH1,AAFR0230,농산물,Agri,과실류,Fruits,체리,Cherry,,
ROH1,AAFR0240,농산물,Agri,과실류,Fruits,레몬,Lemon,,
ROH1,AAFR0250,농산물,Agri,과실류,Fruits,망고,Mango,,
ROH1,AAFR0260,농산물,Agri,과실류,Fruits,바나나,Banana,,
ROH1,AAFR0270,농산물,Agri,과실류,Fruits,석류,Pomegranate,,
ROH1,AAFR0280,농산물,Agri,과실류,Fruits,오렌지,Orange,,
ROH1,AAFR0290,농산물,Agri,과실류,Fruits,자몽,Grapefruit,,
ROH1,AAFR0300,농산물,Agri,과실류,Fruits,파인애플,Pineapple,,
ROH1,AAFR0310,농산물,Agri,과실류,Fruits,살구,Apricot,,
ROH1,AAFR0320,농산물,Agri,과실류,Fruits,대추,Jujubes,,
ROH1,AAFR0330,농산물,Agri,과실류,Fruits,올리브,Olive,,
ROH1,AAFR0350,농산물,Agri,과실류,Fruits,코코넛,Coconut,,
ROH1,AAFR9990,농산물,Agri,과실류,Fruits,기타과실류,Other Fruits,,
ROH1,AAFV0010,농산물,Agri,열매채소류,Fruiting Vegetables,토마토,Tomato,,
ROH1,AAFV0020,농산물,Agri,열매채소류,Fruiting Vegetables,오이,Cucumber,,
ROH1,AAFV0030,농산물,Agri,열매채소류,Fruiting Vegetables,호박,Pumpkin,,
ROH1,AAFV0040,농산물,Agri,열매채소류,Fruiting Vegetables,가지,Eggplant,,
ROH1,AAFV9990,농산물,Agri,열매채소류,Fruiting Vegetables,기타열매채소류,Other Fruiting Vegetables,,
ROH1,AAGR0010,농산물,Agri,곡물류,Grains,원맥&밀,Raw Wheat&Wheat,,
ROH1,AAGR0020,농산물,Agri,곡물류,Grains,옥수수,Corn,,
ROH1,AAHB0010,농산물,Agri,허브류,Herbs,파슬리,Parsley,,
ROH1,AAHB0020,농산물,Agri,허브류,Herbs,바질 (잎),Basil (Leaf),,
ROH1,AAHB0030,농산물,Agri,허브류,Herbs,스테비아,Stevia,,
ROH1,AAHB0040,농산물,Agri,허브류,Herbs,오레가노,Oregano,,
ROH1,AAHB0050,농산물,Agri,허브류,Herbs,아니스 (씨),Anise,,
ROH1,AAHB9990,농산물,Agri,허브류,Herbs,기타허브류,Herbs Others,,
ROH1,AALV0010,농산물,Agri,엽경채류,Leafy Stem Vegetables,갓,Garland Chrysanthemum,,
ROH1,AALV0020,농산물,Agri,엽경채류,Leafy Stem Vegetables,고수,Cilantro,,
ROH1,AALV0030,농산물,Agri,엽경채류,Leafy Stem Vegetables,근대,Swiss Chard,,
ROH1,AALV0040,농산물,Agri,엽경채류,Leafy Stem Vegetables,깻잎,Perilla Leaves,,
ROH1,AALV0050,농산물,Agri,엽경채류,Leafy Stem Vegetables,냉이,Shepherd'S Purse,,
ROH1,AALV0060,농산물,Agri,엽경채류,Leafy Stem Vegetables,로메인,Romaine Lettuce,,
ROH1,AALV0070,농산물,Agri,엽경채류,Leafy Stem Vegetables,루꼴라,Arugula,,
ROH1,AALV0080,농산물,Agri,엽경채류,Leafy Stem Vegetables,부추,Chives,,
ROH1,AALV0090,농산물,Agri,엽경채류,Leafy Stem Vegetables,브로콜리,Broccoli,,
ROH1,AALV0100,농산물,Agri,엽경채류,Leafy Stem Vegetables,셀러리,Celery,,
ROH1,AALV0110,농산물,Agri,엽경채류,Leafy Stem Vegetables,시금치,Spinach,,
ROH1,AALV0120,농산물,Agri,엽경채류,Leafy Stem Vegetables,시래기,Dried Radish Greens,,
ROH1,AALV0130,농산물,Agri,엽경채류,Leafy Stem Vegetables,양배추,Cabbage,,
ROH1,AALV0140,농산물,Agri,엽경채류,Leafy Stem Vegetables,양상추,Iceberg Lettuce,,
ROH1,AALV0150,농산물,Agri,엽경채류,Leafy Stem Vegetables,적양배추,Red Cabbage,,
ROH1,AALV0160,농산물,Agri,엽경채류,Leafy Stem Vegetables,청경채,Bok Choy,,
ROH1,AALV0170,농산물,Agri,엽경채류,Leafy Stem Vegetables,상추&프릴아이스,Lettuce&Frill Ice Lettuce,,
ROH1,AALV0190,농산물,Agri,엽경채류,Leafy Stem Vegetables,겨자채소,Mustard Greens,,
ROH1,AALV0200,농산물,Agri,엽경채류,Leafy Stem Vegetables,케일,Kale,,
ROH1,AALV0210,농산물,Agri,엽경채류,Leafy Stem Vegetables,죽순,Bamboo Shoots,,
ROH1,AALV9990,농산물,Agri,엽경채류,Leafy Stem Vegetables,기타엽경채류,Stem Others,,
ROH1,AAMG0010,농산물,Agri,잡곡류,Mixed Grains,귀리,Oats,,
ROH1,AAMG0020,농산물,Agri,잡곡류,Mixed Grains,기장,Millet,,
ROH1,AAMG0030,농산물,Agri,잡곡류,Mixed Grains,메밀,Buckwheat,,
ROH1,AAMG0040,농산물,Agri,잡곡류,Mixed Grains,참깨,Sesame,,
ROH1,AAMG0050,농산물,Agri,잡곡류,Mixed Grains,들깨,Perilla Seeds,,
ROH1,AAMG0060,농산물,Agri,잡곡류,Mixed Grains,보리,Barley,,
ROH1,AAMG0070,농산물,Agri,잡곡류,Mixed Grains,수수,Sorghum,,
ROH1,AAMG0080,농산물,Agri,잡곡류,Mixed Grains,율무,Job'S Tears,,
ROH1,AAMG0090,농산물,Agri,잡곡류,Mixed Grains,차조,Foxtail Millet,,
ROH1,AAMG0100,농산물,Agri,잡곡류,Mixed Grains,치아시드,Chia Seeds,,
ROH1,AAMG0110,농산물,Agri,잡곡류,Mixed Grains,퀴노아,Quinoa,,
ROH1,AAMG0120,농산물,Agri,잡곡류,Mixed Grains,파로,Farro,,
ROH1,AAMG0130,농산물,Agri,잡곡류,Mixed Grains,혼합곡,Mixed Grains,,
ROH1,AAMG9990,농산물,Agri,잡곡류,Mixed Grains,기타잡곡류,Other Grains,,
ROH1,AAMU0010,농산물,Agri,버섯류,Mushrooms,느타리버섯,Oyster Mushroom,,
ROH1,AAMU0020,농산물,Agri,버섯류,Mushrooms,능이버섯,Black Pine Mushroom,,
ROH1,AAMU0030,농산물,Agri,버섯류,Mushrooms,목이버섯,Woodear Mushroom,,
ROH1,AAMU0040,농산물,Agri,버섯류,Mushrooms,새송이버섯,King Oyster Mushroom,,
ROH1,AAMU0050,농산물,Agri,버섯류,Mushrooms,애느타리버섯,Elm Oyster Mushroom,,
ROH1,AAMU0060,농산물,Agri,버섯류,Mushrooms,양송이버섯,Button Mushroom,,
ROH1,AAMU0070,농산물,Agri,버섯류,Mushrooms,표고버섯,Shiitake Mushroom,,
ROH1,AAMU0090,농산물,Agri,버섯류,Mushrooms,송이버섯,Pine Mushroom,,
ROH1,AAMU0100,농산물,Agri,버섯류,Mushrooms,팽이버섯,Enoki Mushroom,,
ROH1,AAMU9990,농산물,Agri,버섯류,Mushrooms,기타버섯류,Mushroom Others,,
ROH1,AANU0010,농산물,Agri,견과류,Nuts,호두,Walnuts,,
ROH1,AANU0020,농산물,Agri,견과류,Nuts,땅콩,Peanuts,,
ROH1,AANU0030,농산물,Agri,견과류,Nuts,밤,Chestnuts,,
ROH1,AANU0040,농산물,Agri,견과류,Nuts,은행,Ginkgo Nuts,,
ROH1,AANU0050,농산물,Agri,견과류,Nuts,아몬드,Almonds,,
ROH1,AANU0060,농산물,Agri,견과류,Nuts,잣,Pine Nuts,,
ROH1,AANU0070,농산물,Agri,견과류,Nuts,캐슈너트,Cashew Nuts,,
ROH1,AANU0080,농산물,Agri,견과류,Nuts,해바라기씨,Sunflower Seeds,,
ROH1,AANU0090,농산물,Agri,견과류,Nuts,마카다미아,Macadamia,,
ROH1,AANU0100,농산물,Agri,견과류,Nuts,피스타치오,Pistachios,,
ROH1,AANU0110,농산물,Agri,견과류,Nuts,피칸,Pecans,,
ROH1,AANU0120,농산물,Agri,견과류,Nuts,호박씨,Pumpkin Seeds,,
ROH1,AANU9990,농산물,Agri,견과류,Nuts,기타견과류,Other Nuts,,
ROH1,AAOT0010,농산물,Agri,기타농산물,Others,나물류,Namul,,
ROH1,AAOT0020,농산물,Agri,기타농산물,Others,약용식물류,Medicinal Plants,,
ROH1,AAOT0030,농산물,Agri,기타농산물,Others,밀키트농산,Meal Kit Agri,,
ROH1,AAOT9990,농산물,Agri,기타농산물,Others,기타농산물,Other Agri,,
ROH1,AARC0010,농산물,Agri,무&배추류,Radish&Cabbage,무,Radish,,
ROH1,AARC0011,농산물,Agri,무&배추류,Radish&Cabbage,무,Radish,조선무,Radish (KR)
ROH1,AARC0012,농산물,Agri,무&배추류,Radish&Cabbage,무,Radish,왜무,Radish (JP)
ROH1,AARC0020,농산물,Agri,무&배추류,Radish&Cabbage,배추,Chinese Cabbage,,
ROH1,AARC0030,농산물,Agri,무&배추류,Radish&Cabbage,절임배추,Salted Chinese Cabbage,,
ROH1,AARC0040,농산물,Agri,무&배추류,Radish&Cabbage,열무,Young Radish,,
ROH1,AARC0050,농산물,Agri,무&배추류,Radish&Cabbage,알타리,Ponytail Radish,,
ROH1,AARC0060,농산물,Agri,무&배추류,Radish&Cabbage,얼갈이,Winter Cabbage,,
ROH1,AARI0010,농산물,Agri,미곡류,Rice Crops,적미,Red Rice,,
ROH1,AARI0020,농산물,Agri,미곡류,Rice Crops,백미,White Rice,,
ROH1,AARI0030,농산물,Agri,미곡류,Rice Crops,조곡 (쌀),Unhulled Rice,,
ROH1,AARI0040,농산물,Agri,미곡류,Rice Crops,찰현미,Glutinous Brown Rice,,
ROH1,AARI0050,농산물,Agri,미곡류,Rice Crops,찹쌀,Glutinous Rice,,
ROH1,AARI0060,농산물,Agri,미곡류,Rice Crops,현미,Brown Rice,,
ROH1,AARI0070,농산물,Agri,미곡류,Rice Crops,흑미,Black Rice,,
ROH1,AARI0080,농산물,Agri,미곡류,Rice Crops,야생쌀,Wild Rice,,
ROH1,AARI9990,농산물,Agri,미곡류,Rice Crops,기타미곡류,Other Rice Crops,,
ROH1,AARV0010,농산물,Agri,뿌리채소류,Root Vegetables,감자,Potato,,
ROH1,AARV0020,농산물,Agri,뿌리채소류,Root Vegetables,얌빈,Yam Bean,,
ROH1,AARV0030,농산물,Agri,뿌리채소류,Root Vegetables,고구마,Sweet Potato,,
ROH1,AARV0040,농산물,Agri,뿌리채소류,Root Vegetables,당근,Carrot,,
ROH1,AARV0050,농산물,Agri,뿌리채소류,Root Vegetables,연근,Lotus Root,,
ROH1,AARV0060,농산물,Agri,뿌리채소류,Root Vegetables,우엉,Burdock,,
ROH1,AARV0070,농산물,Agri,뿌리채소류,Root Vegetables,토란,Taro,,
ROH1,AARV0080,농산물,Agri,뿌리채소류,Root Vegetables,물밤,Water Chestnut,,
ROH1,AARV0090,농산물,Agri,뿌리채소류,Root Vegetables,서양고추냉이,Horseradish,,
ROH1,AARV0100,농산물,Agri,뿌리채소류,Root Vegetables,더덕,Deodeok,,
ROH1,AARV0110,농산물,Agri,뿌리채소류,Root Vegetables,도라지,Bellflower Root,,
ROH1,AARV0120,농산물,Agri,뿌리채소류,Root Vegetables,인삼&수삼,Ginseng,,
ROH1,AARV9990,농산물,Agri,뿌리채소류,Root Vegetables,기타뿌리채소류,Other Root Vegetables,,
ROH1,AASV0010,농산물,Agri,양념채소류,Aromatic Vegetables,대파,Green Onion,,
ROH1,AASV0020,농산물,Agri,양념채소류,Aromatic Vegetables,샬롯,Shallot,,
ROH1,AASV0030,농산물,Agri,양념채소류,Aromatic Vegetables,마늘,Garlic,,
ROH1,AASV0040,농산물,Agri,양념채소류,Aromatic Vegetables,생강,Ginger,,
ROH1,AASV0050,농산물,Agri,양념채소류,Aromatic Vegetables,양파,Onion,,
ROH1,AASV0060,농산물,Agri,양념채소류,Aromatic Vegetables,쪽파,Scallion,,
ROH1,AASV0070,농산물,Agri,양념채소류,Aromatic Vegetables,파프리카,Paprika,,
ROH1,AASV0080,농산물,Agri,양념채소류,Aromatic Vegetables,피망,Bell Pepper,,
ROH1,AASV9990,농산물,Agri,양념채소류,Aromatic Vegetables,기타양념채소류,Other Aromatic Veg,,
